cid	atc	pert_iname	canonical_smiles	canonical_smiles_stereo	pert_id	inst_id	cell_id	det_plate	det_well	pert_mfc_id	pert_dose	pert_dose_unit	pert_type	pert_time	pert_time_unit	cell_type	base_cell_id	precursor_cell_id	modification	sample_type	primary_site	subtype	original_growth_pattern	provider_catalog_id	original_source_vendor	donor_age	donor_sex	donor_ethnicity
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X1_B22:L01	HA1E	REP.A007_HA1E_24H_X1_B22	L01	BRD-K53737926-003-27-8	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X1_B22:L02	HA1E	REP.A007_HA1E_24H_X1_B22	L02	BRD-K53737926-003-27-8	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X1_B22:L03	HA1E	REP.A007_HA1E_24H_X1_B22	L03	BRD-K53737926-003-27-8	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X1_B22:L04	HA1E	REP.A007_HA1E_24H_X1_B22	L04	BRD-K53737926-003-27-8	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X1_B22:L05	HA1E	REP.A007_HA1E_24H_X1_B22	L05	BRD-K53737926-003-27-8	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X1_B22:L06	HA1E	REP.A007_HA1E_24H_X1_B22	L06	BRD-K53737926-003-27-8	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X2_B24:L01	HA1E	REP.A007_HA1E_24H_X2_B24	L01	BRD-K53737926-003-27-8	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X2_B24:L02	HA1E	REP.A007_HA1E_24H_X2_B24	L02	BRD-K53737926-003-27-8	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X2_B24:L03	HA1E	REP.A007_HA1E_24H_X2_B24	L03	BRD-K53737926-003-27-8	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X2_B24:L04	HA1E	REP.A007_HA1E_24H_X2_B24	L04	BRD-K53737926-003-27-8	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X2_B24:L05	HA1E	REP.A007_HA1E_24H_X2_B24	L05	BRD-K53737926-003-27-8	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X2_B24:L06	HA1E	REP.A007_HA1E_24H_X2_B24	L06	BRD-K53737926-003-27-8	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X3_B22:L01	HA1E	REP.A007_HA1E_24H_X3_B22	L01	BRD-K53737926-003-27-8	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X3_B22:L02	HA1E	REP.A007_HA1E_24H_X3_B22	L02	BRD-K53737926-003-27-8	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X3_B22:L03	HA1E	REP.A007_HA1E_24H_X3_B22	L03	BRD-K53737926-003-27-8	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X3_B22:L04	HA1E	REP.A007_HA1E_24H_X3_B22	L04	BRD-K53737926-003-27-8	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X3_B22:L05	HA1E	REP.A007_HA1E_24H_X3_B22	L05	BRD-K53737926-003-27-8	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
2160	N06AA09	amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2CCc2ccccc21	BRD-K53737926	REP.A007_HA1E_24H_X3_B22:L06	HA1E	REP.A007_HA1E_24H_X3_B22	L06	BRD-K53737926-003-27-8	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X1_B25:J07	HA1E	REP.A026_HA1E_24H_X1_B25	J07	BRD-K91263825-003-21-4	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X1_B25:J08	HA1E	REP.A026_HA1E_24H_X1_B25	J08	BRD-K91263825-003-21-4	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X1_B25:J09	HA1E	REP.A026_HA1E_24H_X1_B25	J09	BRD-K91263825-003-21-4	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X1_B25:J10	HA1E	REP.A026_HA1E_24H_X1_B25	J10	BRD-K91263825-003-21-4	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X1_B25:J11	HA1E	REP.A026_HA1E_24H_X1_B25	J11	BRD-K91263825-003-21-4	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X1_B25:J12	HA1E	REP.A026_HA1E_24H_X1_B25	J12	BRD-K91263825-003-21-4	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X2_B25:J07	HA1E	REP.A026_HA1E_24H_X2_B25	J07	BRD-K91263825-003-21-4	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X2_B25:J08	HA1E	REP.A026_HA1E_24H_X2_B25	J08	BRD-K91263825-003-21-4	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X2_B25:J09	HA1E	REP.A026_HA1E_24H_X2_B25	J09	BRD-K91263825-003-21-4	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X2_B25:J10	HA1E	REP.A026_HA1E_24H_X2_B25	J10	BRD-K91263825-003-21-4	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X2_B25:J11	HA1E	REP.A026_HA1E_24H_X2_B25	J11	BRD-K91263825-003-21-4	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X2_B25:J12	HA1E	REP.A026_HA1E_24H_X2_B25	J12	BRD-K91263825-003-21-4	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X3_B25:J07	HA1E	REP.A026_HA1E_24H_X3_B25	J07	BRD-K91263825-003-21-4	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X3_B25:J08	HA1E	REP.A026_HA1E_24H_X3_B25	J08	BRD-K91263825-003-21-4	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X3_B25:J09	HA1E	REP.A026_HA1E_24H_X3_B25	J09	BRD-K91263825-003-21-4	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X3_B25:J10	HA1E	REP.A026_HA1E_24H_X3_B25	J10	BRD-K91263825-003-21-4	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X3_B25:J11	HA1E	REP.A026_HA1E_24H_X3_B25	J11	BRD-K91263825-003-21-4	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4543	N06AA10	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCC=C1c2ccccc2CCc2ccccc21	BRD-K91263825	REP.A026_HA1E_24H_X3_B25:J12	HA1E	REP.A026_HA1E_24H_X3_B25	J12	BRD-K91263825-003-21-4	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X1_B24:L01	HA1E	REP.A013_HA1E_24H_X1_B24	L01	BRD-K42098891-003-20-5	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X1_B24:L02	HA1E	REP.A013_HA1E_24H_X1_B24	L02	BRD-K42098891-003-20-5	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X1_B24:L03	HA1E	REP.A013_HA1E_24H_X1_B24	L03	BRD-K42098891-003-20-5	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X1_B24:L04	HA1E	REP.A013_HA1E_24H_X1_B24	L04	BRD-K42098891-003-20-5	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X1_B24:L05	HA1E	REP.A013_HA1E_24H_X1_B24	L05	BRD-K42098891-003-20-5	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X1_B24:L06	HA1E	REP.A013_HA1E_24H_X1_B24	L06	BRD-K42098891-003-20-5	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X2_B24:L01	HA1E	REP.A013_HA1E_24H_X2_B24	L01	BRD-K42098891-003-20-5	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X2_B24:L02	HA1E	REP.A013_HA1E_24H_X2_B24	L02	BRD-K42098891-003-20-5	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X2_B24:L03	HA1E	REP.A013_HA1E_24H_X2_B24	L03	BRD-K42098891-003-20-5	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X2_B24:L04	HA1E	REP.A013_HA1E_24H_X2_B24	L04	BRD-K42098891-003-20-5	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X2_B24:L05	HA1E	REP.A013_HA1E_24H_X2_B24	L05	BRD-K42098891-003-20-5	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X2_B24:L06	HA1E	REP.A013_HA1E_24H_X2_B24	L06	BRD-K42098891-003-20-5	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X3_B24:L01	HA1E	REP.A013_HA1E_24H_X3_B24	L01	BRD-K42098891-003-20-5	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X3_B24:L02	HA1E	REP.A013_HA1E_24H_X3_B24	L02	BRD-K42098891-003-20-5	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X3_B24:L03	HA1E	REP.A013_HA1E_24H_X3_B24	L03	BRD-K42098891-003-20-5	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X3_B24:L04	HA1E	REP.A013_HA1E_24H_X3_B24	L04	BRD-K42098891-003-20-5	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X3_B24:L05	HA1E	REP.A013_HA1E_24H_X3_B24	L05	BRD-K42098891-003-20-5	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
4976	N06AA11	protriptyline	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	CNCCCC1c2ccccc2C=Cc2ccccc21	BRD-K42098891	REP.A013_HA1E_24H_X3_B24:L06	HA1E	REP.A013_HA1E_24H_X3_B24	L06	BRD-K42098891-003-20-5	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X1_B23:N01	HA1E	REP.A014_HA1E_24H_X1_B23	N01	BRD-K37694030-003-12-7	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X1_B23:N02	HA1E	REP.A014_HA1E_24H_X1_B23	N02	BRD-K37694030-003-12-7	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X1_B23:N03	HA1E	REP.A014_HA1E_24H_X1_B23	N03	BRD-K37694030-003-12-7	1.11111	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X1_B23:N04	HA1E	REP.A014_HA1E_24H_X1_B23	N04	BRD-K37694030-003-12-7	0.37037	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X1_B23:N05	HA1E	REP.A014_HA1E_24H_X1_B23	N05	BRD-K37694030-003-12-7	0.123457	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X1_B23:N06	HA1E	REP.A014_HA1E_24H_X1_B23	N06	BRD-K37694030-003-12-7	0.0411523	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X2_B23:N01	HA1E	REP.A014_HA1E_24H_X2_B23	N01	BRD-K37694030-003-12-7	10.0	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
667477	N06AA12	doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	CN(C)CCC=C1c2ccccc2COc2ccccc21	BRD-K37694030	REP.A014_HA1E_24H_X2_B23:N02	HA1E	REP.A014_HA1E_24H_X2_B23	N02	BRD-K37694030-003-12-7	3.33333	um	trt_cp	24.0	h	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
