cid	atc	pert_iname	pert_id	pert_count	cell_id_count	inst_id	rna_plate	rna_well	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id	cell_type	base_cell_id	precursor_cell_id	modification	sample_type	primary_site	subtype	original_growth_pattern	provider_catalog_id	original_source_vendor	donor_age	donor_sex	donor_ethnicity
CID100004205	N06AX11	mirtazapine	BRD-K83153774	2	8	CPC020_HA1E_6H_X3_F1B3_DUO52HI53LO:D15	CPC020_HA1E_6H_X3	D15	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:A16	CPC011_HA1E_6H_X1	A16	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:A16	CPC011_HA1E_6H_X3	A16	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC002_HA1E_24H_X1_B3_DUO52HI53LO:H02	CPC002_HA1E_24H_X1	H02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC002_HA1E_24H_X2_B3_DUO52HI53LO:H02	CPC002_HA1E_24H_X2	H02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC002_HA1E_24H_X3_B3_DUO52HI53LO:H02	CPC002_HA1E_24H_X3	H02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC002_HA1E_6H_X1_B3_DUO52HI53LO:H02	CPC002_HA1E_6H_X1	H02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC002_HA1E_6H_X2_B3_DUO52HI53LO:H02	CPC002_HA1E_6H_X2	H02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC002_HA1E_6H_X3_B3_DUO52HI53LO:H02	CPC002_HA1E_6H_X3	H02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:J05	CPC011_HA1E_6H_X1	J05	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	13	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:J05	CPC011_HA1E_6H_X3	J05	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	13	CPC002_HA1E_24H_X1_B3_DUO52HI53LO:O11	CPC002_HA1E_24H_X1	O11	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	13	CPC002_HA1E_24H_X2_B3_DUO52HI53LO:O11	CPC002_HA1E_24H_X2	O11	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	13	CPC002_HA1E_24H_X3_B3_DUO52HI53LO:O11	CPC002_HA1E_24H_X3	O11	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	13	CPC002_HA1E_6H_X1_B3_DUO52HI53LO:O11	CPC002_HA1E_6H_X1	O11	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	13	CPC002_HA1E_6H_X2_B3_DUO52HI53LO:O11	CPC002_HA1E_6H_X2	O11	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-A62326914	3	8	CPC020_HA1E_6H_X1_F1B3_DUO52HI53LO:B15	CPC020_HA1E_6H_X1	B15	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-A62326914	3	8	CPC020_HA1E_6H_X2_F1B3_DUO52HI53LO:B15	CPC020_HA1E_6H_X2	B15	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-A62326914	3	8	CPC020_HA1E_6H_X3_F1B3_DUO52HI53LO:B15	CPC020_HA1E_6H_X3	B15	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K19277754	3	7	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:I12	CPC011_HA1E_6H_X1	I12	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K19277754	3	7	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:I12	CPC011_HA1E_6H_X3	I12	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC004_HA1E_24H_X1_B3_DUO52HI53LO:H24	CPC004_HA1E_24H_X1	H24	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC004_HA1E_24H_X2_B3_DUO52HI53LO:H24	CPC004_HA1E_24H_X2	H24	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC004_HA1E_24H_X3_B3_DUO52HI53LO:H24	CPC004_HA1E_24H_X3	H24	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC004_HA1E_6H_X1_B3_DUO52HI53LO:H24	CPC004_HA1E_6H_X1	H24	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC004_HA1E_6H_X2_B3_DUO52HI53LO:H24	CPC004_HA1E_6H_X2	H24	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC004_HA1E_6H_X3_B3_DUO52HI53LO:H24	CPC004_HA1E_6H_X3	H24	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:I21	CPC011_HA1E_6H_X1	I21	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	3	13	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:I21	CPC011_HA1E_6H_X3	I21	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	13	CPC004_HA1E_24H_X1_B3_DUO52HI53LO:J02	CPC004_HA1E_24H_X1	J02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	13	CPC004_HA1E_24H_X2_B3_DUO52HI53LO:J02	CPC004_HA1E_24H_X2	J02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	13	CPC004_HA1E_24H_X3_B3_DUO52HI53LO:J02	CPC004_HA1E_24H_X3	J02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	13	CPC004_HA1E_6H_X1_B3_DUO52HI53LO:J02	CPC004_HA1E_6H_X1	J02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	13	CPC004_HA1E_6H_X2_B3_DUO52HI53LO:J02	CPC004_HA1E_6H_X2	J02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	13	CPC004_HA1E_6H_X3_B3_DUO52HI53LO:J02	CPC004_HA1E_6H_X3	J02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC004_HA1E_24H_X1_B3_DUO52HI53LO:H13	CPC004_HA1E_24H_X1	H13	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC004_HA1E_24H_X2_B3_DUO52HI53LO:H13	CPC004_HA1E_24H_X2	H13	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC004_HA1E_24H_X3_B3_DUO52HI53LO:H13	CPC004_HA1E_24H_X3	H13	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC004_HA1E_6H_X1_B3_DUO52HI53LO:H13	CPC004_HA1E_6H_X1	H13	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC004_HA1E_6H_X2_B3_DUO52HI53LO:H13	CPC004_HA1E_6H_X2	H13	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC004_HA1E_6H_X3_B3_DUO52HI53LO:H13	CPC004_HA1E_6H_X3	H13	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:L11	CPC011_HA1E_6H_X1	L11	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005203	N06AB06	sertraline	BRD-K82036761	2	13	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:L11	CPC011_HA1E_6H_X3	L11	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005530	N06AF04	tranylcypromine	BRD-A43974575	3	8	CPC005_HA1E_24H_X2_B3_DUO52HI53LO:E19	CPC005_HA1E_24H_X2	E19	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005530	N06AF04	tranylcypromine	BRD-A43974575	3	8	CPC005_HA1E_24H_X3_B3_DUO52HI53LO:E19	CPC005_HA1E_24H_X3	E19	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005530	N06AF04	tranylcypromine	BRD-A43974575	3	8	CPC005_HA1E_6H_X1_B3_DUO52HI53LO:E19	CPC005_HA1E_6H_X1	E19	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005530	N06AF04	tranylcypromine	BRD-A43974575	3	8	CPC005_HA1E_6H_X3_B3_DUO52HI53LO:E19	CPC005_HA1E_6H_X3	E19	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC004_HA1E_24H_X1_B3_DUO52HI53LO:I06	CPC004_HA1E_24H_X1	I06	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC004_HA1E_24H_X2_B3_DUO52HI53LO:I06	CPC004_HA1E_24H_X2	I06	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC004_HA1E_24H_X3_B3_DUO52HI53LO:I06	CPC004_HA1E_24H_X3	I06	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC004_HA1E_6H_X1_B3_DUO52HI53LO:I06	CPC004_HA1E_6H_X1	I06	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC004_HA1E_6H_X2_B3_DUO52HI53LO:I06	CPC004_HA1E_6H_X2	I06	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC004_HA1E_6H_X3_B3_DUO52HI53LO:I06	CPC004_HA1E_6H_X3	I06	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:K13	CPC011_HA1E_6H_X1	K13	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005533	N06AX05	trazodone	BRD-K70778732	1	13	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:K13	CPC011_HA1E_6H_X3	K13	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005584	N06AA06	trimipramine	BRD-A19195498	1	13	CPC004_HA1E_24H_X1_B3_DUO52HI53LO:I02	CPC004_HA1E_24H_X1	I02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005584	N06AA06	trimipramine	BRD-A19195498	1	13	CPC004_HA1E_24H_X2_B3_DUO52HI53LO:I02	CPC004_HA1E_24H_X2	I02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005584	N06AA06	trimipramine	BRD-A19195498	1	13	CPC004_HA1E_24H_X3_B3_DUO52HI53LO:I02	CPC004_HA1E_24H_X3	I02	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005584	N06AA06	trimipramine	BRD-A19195498	1	13	CPC004_HA1E_6H_X1_B3_DUO52HI53LO:I02	CPC004_HA1E_6H_X1	I02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005584	N06AA06	trimipramine	BRD-A19195498	1	13	CPC004_HA1E_6H_X2_B3_DUO52HI53LO:I02	CPC004_HA1E_6H_X2	I02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005584	N06AA06	trimipramine	BRD-A19195498	1	13	CPC004_HA1E_6H_X3_B3_DUO52HI53LO:I02	CPC004_HA1E_6H_X3	I02	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC004_HA1E_24H_X1_B3_DUO52HI53LO:J06	CPC004_HA1E_24H_X1	J06	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC004_HA1E_24H_X2_B3_DUO52HI53LO:J06	CPC004_HA1E_24H_X2	J06	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC004_HA1E_24H_X3_B3_DUO52HI53LO:J06	CPC004_HA1E_24H_X3	J06	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC004_HA1E_6H_X1_B3_DUO52HI53LO:J06	CPC004_HA1E_6H_X1	J06	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC004_HA1E_6H_X2_B3_DUO52HI53LO:J06	CPC004_HA1E_6H_X2	J06	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC004_HA1E_6H_X3_B3_DUO52HI53LO:J06	CPC004_HA1E_6H_X3	J06	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:J19	CPC011_HA1E_6H_X1	J19	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100005656	N06AX16	venlafaxine	BRD-A51714012	1	13	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:J19	CPC011_HA1E_6H_X3	J19	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100055480	N06AX17	milnacipran	BRD-K02227374	1	7	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:H14	CPC011_HA1E_6H_X1	H14	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100055480	N06AX17	milnacipran	BRD-K02227374	1	7	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:H14	CPC011_HA1E_6H_X3	H14	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC004_HA1E_24H_X1_B3_DUO52HI53LO:J03	CPC004_HA1E_24H_X1	J03	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC004_HA1E_24H_X2_B3_DUO52HI53LO:J03	CPC004_HA1E_24H_X2	J03	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC004_HA1E_24H_X3_B3_DUO52HI53LO:J03	CPC004_HA1E_24H_X3	J03	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC004_HA1E_6H_X1_B3_DUO52HI53LO:J03	CPC004_HA1E_6H_X1	J03	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC004_HA1E_6H_X2_B3_DUO52HI53LO:J03	CPC004_HA1E_6H_X2	J03	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC004_HA1E_6H_X3_B3_DUO52HI53LO:J03	CPC004_HA1E_6H_X3	J03	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC010_HA1E_6H_X1_B4_DUO52HI53LO:G22	CPC010_HA1E_6H_X1	G22	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC010_HA1E_6H_X2_B4_DUO52HI53LO:G22	CPC010_HA1E_6H_X2	G22	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC010_HA1E_6H_X3_F1B3_DUO52HI53LO:G22	CPC010_HA1E_6H_X3	G22	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC011_HA1E_6H_X1_F1B3_DUO52HI53LO:I05	CPC011_HA1E_6H_X1	I05	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100060834	N06AX21	duloxetine	BRD-K71103788	1	13	CPC011_HA1E_6H_X3_F1B3_DUO52HI53LO:I05	CPC011_HA1E_6H_X3	I05	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100065856	N06AX18	reboxetine	BRD-A43974499	3	13	CPC001_HA1E_24H_X1_B3_DUO52HI53LO:L21	CPC001_HA1E_24H_X1	L21	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100065856	N06AX18	reboxetine	BRD-A43974499	3	13	CPC001_HA1E_24H_X2_B3_DUO52HI53LO:L21	CPC001_HA1E_24H_X2	L21	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100065856	N06AX18	reboxetine	BRD-A43974499	3	13	CPC001_HA1E_24H_X3_B3_DUO52HI53LO:L21	CPC001_HA1E_24H_X3	L21	trt_cp	10.0	um	24	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100065856	N06AX18	reboxetine	BRD-A43974499	3	13	CPC001_HA1E_6H_X1_B3_DUO52HI53LO:L21	CPC001_HA1E_6H_X1	L21	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100065856	N06AX18	reboxetine	BRD-A43974499	3	13	CPC001_HA1E_6H_X2_B3_DUO52HI53LO:L21	CPC001_HA1E_6H_X2	L21	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100065856	N06AX18	reboxetine	BRD-A43974499	3	13	CPC001_HA1E_6H_X3_B3_DUO52HI53LO:L21	CPC001_HA1E_6H_X3	L21	trt_cp	10.0	um	6	h	HA1E	cell line	HA1E	-666	immortalized normal	normal	kidney	normal kidney	adherent	-666	-666	-666	-666	-666
CID100000444	N06AX12	bupropion	BRD-A05186015	1	13	CPC004_HCC515_24H_X1_B3_DUO52HI53LO:J08	CPC004_HCC515_24H_X1	J08	trt_cp	10.0	um	24	h	HCC515	cell line	HCC515	-666	-666	normal	lung	carcinoma	adherent	-666	-666	-666	-666	-666
