cid	atc	pert_iname	pert_id	pert_count	cell_id_count	inst_id	cell_id	det_plate	det_well	pert_mfc_id	pert_dose	pert_dose_unit	pert_type	pert_time	pert_time_unit	cell_type	base_cell_id	precursor_cell_id	modification	sample_type	primary_site	subtype	original_growth_pattern	provider_catalog_id	original_source_vendor	donor_age	donor_sex	donor_ethnicity
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X1_B23:I17	A375	REP.A017_A375_24H_X1_B23	I17	BRD-A64977602-001-15-9	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X1_B23:I18	A375	REP.A017_A375_24H_X1_B23	I18	BRD-A64977602-001-15-9	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X2_B23:I13	A375	REP.A017_A375_24H_X2_B23	I13	BRD-A64977602-001-15-9	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X2_B23:I14	A375	REP.A017_A375_24H_X2_B23	I14	BRD-A64977602-001-15-9	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X2_B23:I15	A375	REP.A017_A375_24H_X2_B23	I15	BRD-A64977602-001-15-9	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X2_B23:I16	A375	REP.A017_A375_24H_X2_B23	I16	BRD-A64977602-001-15-9	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X2_B23:I17	A375	REP.A017_A375_24H_X2_B23	I17	BRD-A64977602-001-15-9	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X2_B23:I18	A375	REP.A017_A375_24H_X2_B23	I18	BRD-A64977602-001-15-9	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X3_B23:I13	A375	REP.A017_A375_24H_X3_B23	I13	BRD-A64977602-001-15-9	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X3_B23:I14	A375	REP.A017_A375_24H_X3_B23	I14	BRD-A64977602-001-15-9	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X3_B23:I15	A375	REP.A017_A375_24H_X3_B23	I15	BRD-A64977602-001-15-9	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X3_B23:I16	A375	REP.A017_A375_24H_X3_B23	I16	BRD-A64977602-001-15-9	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X3_B23:I17	A375	REP.A017_A375_24H_X3_B23	I17	BRD-A64977602-001-15-9	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004205	N06AX11	mirtazapine	BRD-A64977602	1	7	REP.A017_A375_24H_X3_B23:I18	A375	REP.A017_A375_24H_X3_B23	I18	BRD-A64977602-001-15-9	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X1_B24:M07	A375	REP.A011_A375_24H_X1_B24	M07	BRD-K07237224-001-19-6	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X1_B24:M08	A375	REP.A011_A375_24H_X1_B24	M08	BRD-K07237224-001-19-6	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X1_B24:M09	A375	REP.A011_A375_24H_X1_B24	M09	BRD-K07237224-001-19-6	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X1_B24:M10	A375	REP.A011_A375_24H_X1_B24	M10	BRD-K07237224-001-19-6	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X1_B24:M11	A375	REP.A011_A375_24H_X1_B24	M11	BRD-K07237224-001-19-6	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X1_B24:M12	A375	REP.A011_A375_24H_X1_B24	M12	BRD-K07237224-001-19-6	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X2_B24:M07	A375	REP.A011_A375_24H_X2_B24	M07	BRD-K07237224-001-19-6	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X2_B24:M08	A375	REP.A011_A375_24H_X2_B24	M08	BRD-K07237224-001-19-6	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X2_B24:M09	A375	REP.A011_A375_24H_X2_B24	M09	BRD-K07237224-001-19-6	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X2_B24:M10	A375	REP.A011_A375_24H_X2_B24	M10	BRD-K07237224-001-19-6	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X2_B24:M11	A375	REP.A011_A375_24H_X2_B24	M11	BRD-K07237224-001-19-6	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X3_B24:M07	A375	REP.A011_A375_24H_X3_B24	M07	BRD-K07237224-001-19-6	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X3_B24:M08	A375	REP.A011_A375_24H_X3_B24	M08	BRD-K07237224-001-19-6	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X3_B24:M09	A375	REP.A011_A375_24H_X3_B24	M09	BRD-K07237224-001-19-6	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X3_B24:M10	A375	REP.A011_A375_24H_X3_B24	M10	BRD-K07237224-001-19-6	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X3_B24:M11	A375	REP.A011_A375_24H_X3_B24	M11	BRD-K07237224-001-19-6	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004235	N06AG02	moclobemide	BRD-K07237224	1	7	REP.A011_A375_24H_X3_B24:M12	A375	REP.A011_A375_24H_X3_B24	M12	BRD-K07237224-001-19-6	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X1_B24:P19	A375	REP.A008_A375_24H_X1_B24	P19	BRD-K90789829-001-07-8	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X1_B24:P20	A375	REP.A008_A375_24H_X1_B24	P20	BRD-K90789829-001-07-8	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X1_B24:P21	A375	REP.A008_A375_24H_X1_B24	P21	BRD-K90789829-001-07-8	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X1_B24:P22	A375	REP.A008_A375_24H_X1_B24	P22	BRD-K90789829-001-07-8	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X1_B24:P23	A375	REP.A008_A375_24H_X1_B24	P23	BRD-K90789829-001-07-8	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X1_B24:P24	A375	REP.A008_A375_24H_X1_B24	P24	BRD-K90789829-001-07-8	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X2_B24:P19	A375	REP.A008_A375_24H_X2_B24	P19	BRD-K90789829-001-07-8	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X2_B24:P20	A375	REP.A008_A375_24H_X2_B24	P20	BRD-K90789829-001-07-8	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X2_B24:P21	A375	REP.A008_A375_24H_X2_B24	P21	BRD-K90789829-001-07-8	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X2_B24:P22	A375	REP.A008_A375_24H_X2_B24	P22	BRD-K90789829-001-07-8	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X2_B24:P23	A375	REP.A008_A375_24H_X2_B24	P23	BRD-K90789829-001-07-8	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X2_B24:P24	A375	REP.A008_A375_24H_X2_B24	P24	BRD-K90789829-001-07-8	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X3_B24:P20	A375	REP.A008_A375_24H_X3_B24	P20	BRD-K90789829-001-07-8	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X3_B24:P21	A375	REP.A008_A375_24H_X3_B24	P21	BRD-K90789829-001-07-8	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X3_B24:P22	A375	REP.A008_A375_24H_X3_B24	P22	BRD-K90789829-001-07-8	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004449	N06AX06	nefazodone	BRD-K90789829	1	7	REP.A008_A375_24H_X3_B24:P23	A375	REP.A008_A375_24H_X3_B24	P23	BRD-K90789829-001-07-8	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X1_B25:J07	A375	REP.A026_A375_24H_X1_B25	J07	BRD-K91263825-003-21-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X1_B25:J08	A375	REP.A026_A375_24H_X1_B25	J08	BRD-K91263825-003-21-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X1_B25:J09	A375	REP.A026_A375_24H_X1_B25	J09	BRD-K91263825-003-21-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X1_B25:J10	A375	REP.A026_A375_24H_X1_B25	J10	BRD-K91263825-003-21-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X1_B25:J11	A375	REP.A026_A375_24H_X1_B25	J11	BRD-K91263825-003-21-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X1_B25:J12	A375	REP.A026_A375_24H_X1_B25	J12	BRD-K91263825-003-21-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X2_B25:J07	A375	REP.A026_A375_24H_X2_B25	J07	BRD-K91263825-003-21-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X2_B25:J08	A375	REP.A026_A375_24H_X2_B25	J08	BRD-K91263825-003-21-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X2_B25:J09	A375	REP.A026_A375_24H_X2_B25	J09	BRD-K91263825-003-21-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X2_B25:J10	A375	REP.A026_A375_24H_X2_B25	J10	BRD-K91263825-003-21-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X2_B25:J11	A375	REP.A026_A375_24H_X2_B25	J11	BRD-K91263825-003-21-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X2_B25:J12	A375	REP.A026_A375_24H_X2_B25	J12	BRD-K91263825-003-21-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X3_B25:J07	A375	REP.A026_A375_24H_X3_B25	J07	BRD-K91263825-003-21-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X3_B25:J08	A375	REP.A026_A375_24H_X3_B25	J08	BRD-K91263825-003-21-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X3_B25:J09	A375	REP.A026_A375_24H_X3_B25	J09	BRD-K91263825-003-21-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X3_B25:J10	A375	REP.A026_A375_24H_X3_B25	J10	BRD-K91263825-003-21-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X3_B25:J11	A375	REP.A026_A375_24H_X3_B25	J11	BRD-K91263825-003-21-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004543	N06AA10	nortriptyline	BRD-K91263825	1	7	REP.A026_A375_24H_X3_B25:J12	A375	REP.A026_A375_24H_X3_B25	J12	BRD-K91263825-003-21-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X1_B24:D13	A375	REP.A013_A375_24H_X1_B24	D13	BRD-K37991163-003-13-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X1_B24:D14	A375	REP.A013_A375_24H_X1_B24	D14	BRD-K37991163-003-13-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X1_B24:D15	A375	REP.A013_A375_24H_X1_B24	D15	BRD-K37991163-003-13-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X1_B24:D16	A375	REP.A013_A375_24H_X1_B24	D16	BRD-K37991163-003-13-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X1_B24:D17	A375	REP.A013_A375_24H_X1_B24	D17	BRD-K37991163-003-13-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X1_B24:D18	A375	REP.A013_A375_24H_X1_B24	D18	BRD-K37991163-003-13-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X2_B24:D13	A375	REP.A013_A375_24H_X2_B24	D13	BRD-K37991163-003-13-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X2_B24:D14	A375	REP.A013_A375_24H_X2_B24	D14	BRD-K37991163-003-13-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X2_B24:D15	A375	REP.A013_A375_24H_X2_B24	D15	BRD-K37991163-003-13-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X2_B24:D16	A375	REP.A013_A375_24H_X2_B24	D16	BRD-K37991163-003-13-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X2_B24:D17	A375	REP.A013_A375_24H_X2_B24	D17	BRD-K37991163-003-13-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X2_B24:D18	A375	REP.A013_A375_24H_X2_B24	D18	BRD-K37991163-003-13-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X3_B24:D13	A375	REP.A013_A375_24H_X3_B24	D13	BRD-K37991163-003-13-4	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X3_B24:D14	A375	REP.A013_A375_24H_X3_B24	D14	BRD-K37991163-003-13-4	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X3_B24:D15	A375	REP.A013_A375_24H_X3_B24	D15	BRD-K37991163-003-13-4	1.11111	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X3_B24:D16	A375	REP.A013_A375_24H_X3_B24	D16	BRD-K37991163-003-13-4	0.37037	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X3_B24:D17	A375	REP.A013_A375_24H_X3_B24	D17	BRD-K37991163-003-13-4	0.123457	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004691	N06AB05	paroxetine	BRD-K37991163	1	7	REP.A013_A375_24H_X3_B24:D18	A375	REP.A013_A375_24H_X3_B24	D18	BRD-K37991163-003-13-4	0.0411523	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	7	REP.A013_A375_24H_X1_B24:L01	A375	REP.A013_A375_24H_X1_B24	L01	BRD-K42098891-003-20-5	10.0	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
CID100004976	N06AA11	protriptyline	BRD-K42098891	1	7	REP.A013_A375_24H_X1_B24:L02	A375	REP.A013_A375_24H_X1_B24	L02	BRD-K42098891-003-20-5	3.33333	um	trt_cp	24.0	h	cell line	A375	-666	-666	tumor	skin	malignant melanoma	adherent	CRL-1619	ATCC	54	F	-666
